Code,Name,Zone,Latitude,Longitude,Distance
MARG2,MARGINAL,mai/04,41.22283303,-8.547570706,9.938412246
COVN2,COVINA,mai/04,41.20977485,-8.53112132,9.940398347
MARG1,MARGINAL,mai/04,41.22296839,-8.547488086,9.954320796
ASRR2,ALTO DA SERRA,VLG1,41.19498595,-8.518464051,9.967837802
ASRR3,ALTO DA SERRA,VLG1,41.19452788,-8.518127592,9.970639492
SAMP2,SAMPAIO,mai/04,41.2298681,-8.559064779,9.97936417
FND2,FUNDIÇÃO,mai/04,41.20902059,-8.529735834,9.981945207
FND1,FUNDIÇÃO,mai/04,41.20902575,-8.529563603,9.993824281
9AG1,9 DE AGOSTO,mai/04,41.21149145,-8.532002388,10.0004647
9AG2,9 DE AGOSTO,mai/04,41.21192106,-8.532143423,10.02126064
AQR2,AQUILINO RIBEIRO,mai/03,41.24518538,-8.61891702,10.02332962
TVG4,TRAVAGEM,mai/04,41.22703722,-8.552713613,10.03094475
COVN1,COVINA,mai/04,41.21026399,-8.530167279,10.03681417
TSL1,TV. SIMÕES LOPES,mai/04,41.22876481,-8.55549161,10.04797849
TSL2,TV.SIMÕES LOPES,mai/04,41.22889973,-8.55552826,10.05842102
AQR1,AQUILINO RIBEIRO,mai/03,41.24549673,-8.618622748,10.05921259
SLOP,SIMÕES LOPES,mai/04,41.22776409,-8.553386141,10.06174362
STNH1,SOUTINHO,mai/04,41.2217933,-8.543748086,10.06491325
RAL4,REAL,mai/02,41.24415067,-8.648578811,10.0866999
GU1,GUARDA,mai/02,41.24531217,-8.638692611,10.08749132
SA,SILVA AROSO,MTS2,41.22735623,-8.698774712,10.11801309
STNH2,SOUTINHO,mai/04,41.22206597,-8.543200404,10.1182516
CRZ,CRUZEIRO,MTS2,41.22462376,-8.703282839,10.11828122
SPC,S. PEDRO DA COVA,GDM2,41.15220956,-8.504203573,10.13262561
SPC1,S. PEDRO DA COVA,GDM2,41.15207454,-8.504190897,10.13419493
RAL3,REAL,mai/02,41.24468671,-8.648307684,10.14081924
RCMB2,RIBEIRO CAMBADO,VLG1,41.19253141,-8.514581101,10.14538032
BEL1,BELA,mai/04,41.22628769,-8.54864123,10.17560364
GU2,GUARDA,mai/02,41.24615615,-8.638991343,10.18355853
RCMB1,RIBEIRO CAMBADO,VLG1,41.19172473,-8.513593565,10.18476151
GEST,GESTALINHO,mai/03,41.24627265,-8.609645554,10.21345185
MTD,MONTEDOURO,MTS2,41.22471839,-8.704931194,10.21589274
BEL2,BELA,mai/04,41.22680471,-8.548625718,10.22114565
CSE2,C.SAÚDE DE ERMESINDE,mai/04,41.22507467,-8.545618351,10.23385598
JFB3,JUNTA FREG. BARCA,mai/03,41.24665836,-8.611209951,10.24024798
PDM1,PADRÃO MOREIRA,mai/02,41.24573996,-8.647674838,10.24593768
PAS1,P. ABÍLIO SAMPAIO,mai/03,41.24706018,-8.614915197,10.25407557
JFB1,JUNTA FREG. BARCA,mai/03,41.24685741,-8.611928378,10.25557317
PDM2,PADRÃO MOREIRA,mai/02,41.24584244,-8.647743823,10.25820001
PAS2,P. ABÍLIO SAMPAIO,mai/03,41.24714261,-8.614781666,10.26414864
ERMD1,ERMIDA,mai/04,41.22220901,-8.540793246,10.26739701
GUAR2,GUARDA,MTS2,41.22420085,-8.706844887,10.27819724
FRA1,FEIRA,VCD8,41.24236852,-8.666195585,10.28623834
FRA2,FEIRA,VCD8,41.24245323,-8.666025096,10.29036969
ERMD2,ERMIDA,mai/04,41.22231794,-8.540543495,10.29056029
HIP2,HIPERMERCADO,mai/03,41.24757034,-8.617981998,10.29244364
CSE1,C.SAÚDE DE ERMESINDE,mai/04,41.22571301,-8.545430369,10.29803802
HIP1,HIPERMERCADO,mai/03,41.24763407,-8.617815453,10.30034028
BARC1,BARCA,mai/03,41.24689502,-8.607204506,10.30987649
PMVA1,PRIMAVERA,mai/02,41.24656767,-8.645919067,10.3106655
PSL2,PASSAL,GDM2,41.15182934,-8.502045271,10.31469767
BARC2,BARCA,mai/03,41.24697527,-8.607395962,10.31638427
PMVA2,PRIMAVERA,mai/02,41.24672871,-8.645914953,10.32825879
PSL1,PASSAL,GDM2,41.15175838,-8.501711324,10.34293069
FTSR1,FONTE DA SENHORA,VLG1,41.19099491,-8.511014707,10.35157277
FTSR4,FONTE DA SENHORA,VLG1,41.1911389,-8.511039377,10.35583109
CBMN,CABO MUNDO,MTS2,41.22062982,-8.713312663,10.36324533
CBMN2,CABO MUNDO,MTS2,41.22070233,-8.713217906,10.36326809
CHC1,CHANCIDRO,mai/02,41.24789316,-8.642222053,10.40907879
CHC2,CHÂNCIDRO,mai/02,41.24784006,-8.643024714,10.41265467
PDM4,PADRÃO DE MOREIRA,mai/02,41.24716544,-8.648924661,10.42121964
RGNG1,REGUENGO,mai/04,41.22230391,-8.538098263,10.43129718
PDM3,PADRÃO MOREIRA,mai/02,41.24730998,-8.648818433,10.43530759
FTSR2,FONTE DA SENHORA,VLG1,41.19182912,-8.510226384,10.44828966
SPC3,S.PEDRO C. /PASSAL,GDM2,41.1522233,-8.49992706,10.49044092
RGNG2,REGUENGO,mai/04,41.2224153,-8.537216482,10.49178529
BOVT1,BOAVISTA,mai/04,41.22979916,-8.548390051,10.49469
BOVT2,BOAVISTA,mai/04,41.22988889,-8.548474106,10.49827846
SPC2,S.PEDRO C. /PASSAL,GDM2,41.15233447,-8.499795572,10.50105745
ALDN1,ALDEIA NOVA,MTS2,41.22467276,-8.71070569,10.53422544
ALDN2,ALDEIA NOVA,MTS2,41.22459494,-8.710855335,10.53639894
DACM2,DR. A. COSTA MAIA,VCD8,41.24537548,-8.664756742,10.56362382
GCR1,GASPAR CORTE REAL,VLG1,41.19416761,-8.510019801,10.56807315
DACM1,DR. A. COSTA MAIA,VCD8,41.24562449,-8.664805369,10.5911908
GCR,GASPAR CORTE REAL,VLG1,41.1948473,-8.510048347,10.59709412
SPAZ1,S.RA DA PAZ,mai/04,41.22225612,-8.535093293,10.60471073
SPAZ2,S.RA DA PAZ,mai/04,41.22235811,-8.534971686,10.61991679
CRTD2,CARTÓDROMO,MTS2,41.22392637,-8.71391464,10.6588305
CRTD,CARTÓDROMO,MTS2,41.22402428,-8.713924572,10.66721752
CFER2,CONDE FERREIRA,VLG1,41.19072196,-8.506376453,10.69969612
CFER1,CONDE FERREIRA,VLG1,41.19017551,-8.505758086,10.72564291
PRUE2,PEDRAS RUBRAS (METRO),VCD8,41.24746597,-8.66328604,10.74742743
PRUE3,PEDRAS RUBRAS (METRO),VCD8,41.24750366,-8.663451359,10.75554045
OLZ1,OLIVEIRA ZINA,VLG1,41.19433787,-8.507199456,10.79138725
OLZ2,OLIVEIRA ZINA,VLG1,41.1944203,-8.507088897,10.80354833
CBD1,CABEDA,VLG2,41.22334532,-8.532595649,10.83857787
MMAI3,GONÇALO MENDES MAIA,mai/02,41.25097817,-8.65084454,10.86828957
VLR2,VILAR,VLG2,41.23220683,-8.544886864,10.88595853
IVLG1,IGREJA DE VALONGO,VLG1,41.1895613,-8.503330426,10.89110398
CBD2,CABEDA,VLG2,41.22385428,-8.532367004,10.89184874
VLR1,VILAR,VLG2,41.23224974,-8.544530685,10.90812039
CDR1,CEDRO,VCD8,41.24939493,-8.661576222,10.91163009
25AB2,25 DE ABRIL,VLG1,41.19175945,-8.503440722,10.97058969
MMAI2,GONÇALO MENDES MAIA,mai/02,41.25188111,-8.651455326,10.97685046
R52,R.5,VCD8,41.250605,-8.65884202,10.9799786
MFOT1,MONFORTE,VLG2,41.23138145,-8.541530222,10.99057117
MFOT2,MONFORTE,VLG2,41.23122987,-8.541111837,10.99993444
EQRS1,EÇA QUEIRÓS,VCD8,41.24936041,-8.665629988,11.00747697
25AB1,25 DE ABRIL,VLG1,41.19192762,-8.503002896,11.01154546
EQRS2,EÇA QUEIRÓS,VCD8,41.24967465,-8.665645165,11.04111734
R51,R.5,VCD8,41.25105079,-8.659607239,11.04442286
PSR1,PASSARIAS,VLG2,41.23013187,-8.538433425,11.05222233
PSR2,PASSARIAS,VLG2,41.23058277,-8.538233464,11.10102573
RTNM,ROT. 1º DE MAIO,VLG1,41.19304489,-8.501982827,11.13717421
VSV2,VIELA S.VICENTE,VLG2,41.22589081,-8.530762679,11.14646971
CZG2,CRUZ. GUARDEIRAS,VCD8,41.25245675,-8.657797864,11.15740847
CZG1,CRUZ. GUARDEIRAS,VCD8,41.25242428,-8.658005965,11.15818204
NPT1,NUNES DA PONTE,VLG1,41.18896093,-8.499620172,11.15979556
VSV1,VIELA S.VICENTE,VLG2,41.22607471,-8.530439342,11.18006383
R7P1,R.7(POENTE),VCD8,41.25167097,-8.663202602,11.19278312
R7N1,R.7(NASCENTE),VCD8,41.2524887,-8.661545552,11.24165914
MMAI5,MIRA MAIA SHOPPING,mai/02,41.25416807,-8.653453988,11.26005316
MMAI6,MIRA MAIA SHOPPING,mai/02,41.2541601,-8.653675075,11.26308912
GUD1,GUARDEIRAS,VCD8,41.2540366,-8.655627284,11.28542503
PAV1,PAV. GIMNODESPORT.,VLG1,41.19519226,-8.501225193,11.28774299
GUD2,GUARDEIRAS,VCD8,41.25435863,-8.65447828,11.29905772
CMV,CÂMARA DE VALONGO,VLG1,41.19101784,-8.49836821,11.3367558
CLVR1,CALVÁRIO,VLG1,41.19420016,-8.499971332,11.34165897
PAV2,PAV. GIMNODESPORT.,VLG1,41.19573002,-8.500828548,11.34186662
CLVR2,CALVÁRIO,VLG1,41.19326341,-8.499342328,11.35110137
RRIB2,R.RIBEIRO,VCD8,41.2521541,-8.667725424,11.35718116
VALC2,VALONGO (CENTRO),VLG1,41.18997597,-8.497551885,11.36083144
OLVR2,OLIVEIRAS,VLG2,41.22760627,-8.529401593,11.36182102
RRIB1,R.RIBEIRO,VCD8,41.25218323,-8.667904316,11.3649565
VALC1,VALONGO (CENTRO),VLG1,41.18920382,-8.496856275,11.38682155
OLVR1,OLIVEIRAS,VLG2,41.22784169,-8.52902138,11.40280759
R10,RUA 10,VCD8,41.25417975,-8.664669201,11.49516426
RFND1,R. FUNDA,VLG2,41.23373934,-8.534948882,11.54615881
R15,RUA 15,VCD8,41.25514922,-8.662824231,11.55541424
LIDM2,LIDADOR (METRO),VCD8,41.25437894,-8.666793897,11.56864135
LIDM1,LIDADOR (METRO),VCD8,41.25440312,-8.666966213,11.57555213
RFND2,R.FUNDA,VLG2,41.23412462,-8.534736824,11.59017119
ADNV2,ALDEIA NOVA,VLG2,41.22944822,-8.527910009,11.59510264
ADNV1,ALDEIA NOVA,VLG2,41.22964741,-8.527589194,11.62971203
AHRQ1,D.AFONSO HENRIQUES,VLG2,41.23575699,-8.536547922,11.63102516
PDR2,PADRÃO,VLG1,41.18831921,-8.492989114,11.66119766
AHRQ2,AFONSO HENRIQUES,VLG2,41.23628822,-8.536551198,11.67640417
PDR1,PADRÃO,VLG1,41.18809954,-8.492692792,11.67706505
R1,RUA 1,VCD8,41.2558959,-8.665446748,11.69662597
PRA2,PEREIRAS,VLG1,41.19558189,-8.495842704,11.71960388
PRA1,PEREIRAS,VLG1,41.19573492,-8.495855472,11.72514143
EMDN2,EMÍDIO NAVARRO,VLG1,41.19362505,-8.492550764,11.8947338
JLS2,JULIÃO SARMENTO,VLG1,41.19726827,-8.494440637,11.90044767
JLS1,JULIÃO SARMENTO,VLG1,41.1971353,-8.494349307,11.90168047
EMDN1,EMÍDIO NAVARRO,VLG1,41.19378294,-8.492504189,11.90468031
PRS4,PRESA,VLG1,41.18780394,-8.489601776,11.91298014
PRS2,PRESA,VLG1,41.18767844,-8.489422309,11.92306025
RBQ2,R. BOUÇA QUEIMADA,VLG1,41.18996353,-8.490295215,11.93322028
RBQ1,R. BOUÇA QUEIMADA,VLG1,41.18990361,-8.49013495,11.94375894
PRS3,PRESA,VLG1,41.18833103,-8.489156558,11.966368
PRS1,PRESA,VLG1,41.18695175,-8.488572121,11.96683776
BARR2,BARREIRA,VLG2,41.23308334,-8.52601167,11.99557239
BARR1,BARREIRA,VLG2,41.23314521,-8.525837826,12.01060013
FTMR2,FONTE MOURISCA,VLG1,41.19235966,-8.49033494,12.01893812
FTMR1,FONTE MOURISCA,VLG1,41.19250736,-8.490326859,12.02522218
FNT1,FONTE,VLG2,41.2383024,-8.532174072,12.08271841
VLGE1,VALONGO (ESTAÇÃO),VLG1,41.18748325,-8.486888971,12.11885482
AGN,AGUIAR NOGUEIRA,VLG1,41.18562726,-8.48594285,12.13545297
FNT2,FONTE,VLG2,41.23871848,-8.531627914,12.14752612
AF2,ÁGUAS FERREAS,VLG1,41.18433645,-8.484912471,12.17939728
AF1,ÁGUAS FERREAS,VLG1,41.18373357,-8.48393039,12.24113694
VLG5,VALONGO-CONTINENTE,VLG1,41.19716766,-8.489760033,12.25731459
IGRA2,IGREJA DE ALFENA,VLG2,41.23671562,-8.525935559,12.29460843
IGRA1,IGREJA DE ALFENA,VLG2,41.23669472,-8.525782877,12.30152697
TCT2,TV. DA COSTA,VLG2,41.23841454,-8.525763143,12.44415906
TCT1,TV. DA COSTA,VLG2,41.23881596,-8.525563796,12.48850444
ALFN3,ALFENA,VLG2,41.24073132,-8.527584467,12.53710262
ALFN2,ALFENA,VLG2,41.24105985,-8.526622317,12.61728993
ALFN1,ALFENA,VLG2,41.24041467,-8.525399641,12.63046909
ALF,ALFENA,VLG2,41.24078341,-8.525521138,12.65455549
CHA2,CHÃ,VLG3,41.18232189,-8.478090675,12.67565142
CHA1,CHÃ,VLG3,41.18218481,-8.478010799,12.67853696
ALXH1,ALEX. HERCULANO,VLG2,41.24253641,-8.523694607,12.90181133
ALXH2,ALEX. HERCULANO,VLG2,41.24270789,-8.523576342,12.922674
PAME1,PADRE AMÉRICO,VLG3,41.18258445,-8.474737021,12.95527395
PAME2,PADRE AMÉRICO,VLG3,41.18300096,-8.474301452,13.00162023
COD3,LGO DA CODICEIRA,VLG2,41.24456679,-8.519710432,13.29146251
COD,LGO DA CODICEIRA,VLG2,41.2446736,-8.519703906,13.30070507
PSEC2,PONTE SECA,VLG3,41.18362661,-8.470097622,13.35989339
PSEC1,PONTE SECA,VLG3,41.18303947,-8.469148235,13.4219429
VGM5,VASCO DA GAMA,VLG2,41.24512219,-8.515180558,13.59135995
VGM6,VASCO DA GAMA,VLG2,41.2452208,-8.515312358,13.59196831
COD4,CODICEIRA,VLG2,41.24569644,-8.513072398,13.75801074
CMPO2,IGREJA CAMPO,VLG3,41.18254891,-8.464450023,13.7927777
CMPO1,IGREJA CAMPO,VLG3,41.18243292,-8.464079979,13.82016596
VERT2,VERTIDO,VLG3,41.18416569,-8.460007224,14.19531229
VERT1,VERTIDO,VLG3,41.18413495,-8.45967142,14.22191545
CMPO4,CAMPO,VLG3,41.18514006,-8.457326845,14.43841702
CMPO3,CAMPO,VLG3,41.18502981,-8.457085047,14.45530071
