Code,Name,Zone,Latitude,Longitude,Distance
CTIO1,CUSTIÓ,mai/01,41.22440957,-8.639269015,7.78946461
AMR3,AMOROSA,MTS2,41.20062455,-8.696293142,7.809525846
PCN2,PONTE DO CARRO,MTS2,41.21469555,-8.674710497,7.810725242
PTHS1,PONTELHAS,GDM1,41.17963094,-8.537691972,7.81100646
PCN1,PONTE DO CARRO,MTS2,41.21469961,-8.674859043,7.817713355
LVR2,ROT.LAVRADOR,mai/01,41.22512092,-8.615742181,7.818479633
PND3,PENEDOS,mai/01,41.22378218,-8.604573468,7.82189423
FMAI2,FRANCISCO MAIA,MTS2,41.2043843,-8.6919836,7.824574526
LVR1,ROT.LAVRADOR,mai/01,41.22519679,-8.615538466,7.828608446
PND1,PENEDOS,mai/01,41.22389071,-8.604819759,7.829158821
FMAI,FRANCISCO MAIA,MTS2,41.20446481,-8.692091584,7.837292502
BVG1,B. V. GONDOMAR,GDM1,41.14184263,-8.533114878,7.848428313
PISM1,PISCINA DAS MARÉS,MTS2,41.19195301,-8.705308532,7.856790637
25A1,25 DE ABRIL,GDM1,41.14436248,-8.532388455,7.860348622
ICPU1,IGREJA CAPUCHINHOS,GDM1,41.14596437,-8.532033118,7.864507498
CNSL2,CONSOLATA,mai/04,41.20953292,-8.56500124,7.86739002
STCZ2,S.TA CRUZ,GDM1,41.16118767,-8.531523314,7.867982156
CNSL1,CONSOLATA,mai/04,41.20949687,-8.5648819,7.870708876
25A2,25 DE ABRIL,GDM1,41.14437411,-8.532242198,7.872253007
LVR4,ROT.LAVRADOR,mai/01,41.22556795,-8.615064169,7.873822415
HMBC1,HUMBERTO CRUZ,MTS2,41.19868044,-8.699402286,7.875084549
ICPU2,IGREJA CAPUCHINHOS,GDM1,41.14652418,-8.531742069,7.880804774
PCVL1,PERO COVILHÃ,MTS2,41.19711632,-8.701082748,7.882424525
HMBC2,HUMBERTO CRUZ,MTS2,41.19879462,-8.69943916,7.88532014
RCNH2,R. CONCHAS,mai/04,41.22119284,-8.590780106,7.885509395
CTIO2,CUSTIÓ,mai/01,41.22524569,-8.639736122,7.887322857
BVG2,B. V. GONDOMAR,GDM1,41.14208391,-8.532541343,7.890588453
PCVL2,PERO COVILHÃ,MTS2,41.19708218,-8.701240943,7.890859768
VINH1,VINHAL,GDM1,41.15003337,-8.531140146,7.892849037
FTAV1,FERNANDO TÁVORA,MTS2,41.21116441,-8.683155784,7.894605221
RCNH1,R.CONCHAS,mai/04,41.22116945,-8.590276589,7.898564104
STCZ1,S.TA CRUZ,GDM1,41.16086086,-8.531115297,7.899040539
FTAV2,FERNANDO TÁVORA,MTS2,41.21107725,-8.683439102,7.901576781
PISM2,PISCINA DAS MARÉS,MTS2,41.1918354,-8.706081554,7.905354571
5OTB2,5 DE OUTUBRO,mai/01,41.22533818,-8.609707818,7.909247458
VINH2,VINHAL,GDM1,41.15032279,-8.530916036,7.9092899
TAR5,TARALHÃO,GDM1,41.15186849,-8.5307783,7.91087479
TAR6,TARALHÃO,GDM1,41.15210923,-8.530552469,7.928554778
LVR3,ROT.LAVRADOR,mai/01,41.22611009,-8.615624971,7.928898184
ANV1,ALDEIA NOVA,mai/04,41.22038901,-8.586728385,7.933657506
5OTB3,5 DE OUTUBRO,mai/01,41.22564322,-8.609972406,7.939136169
MEIL1,MEILÃO,mai/04,41.21077756,-8.565607193,7.942276312
AMR1,AMOROSA,MTS2,41.20219161,-8.696638142,7.945085368
AMR2,AMOROSA,MTS2,41.20217758,-8.696793811,7.95387395
VL1,VILAR,GDM1,41.15541871,-8.53002547,7.965236429
VL2,VILAR,GDM1,41.15504217,-8.529969265,7.96992726
PML1,PALMILHEIRA,mai/04,41.20475912,-8.556234261,7.980498037
GTN1,GATANHAL,MTS2,41.21434063,-8.679237284,7.98570461
MEIL2,MEILÃO,mai/04,41.21124207,-8.565429823,7.991822024
STCB1,STA.CRUZ BISPO,MTS2,41.2166213,-8.67483586,7.998421224
VGM1,VASCO GAMA,VNG4,41.08629211,-8.652813265,8.000980404
TVAS1,TV.AUGUSTO SIMÕES,mai/01,41.22688517,-8.616576545,8.007111513
MNSO1,MANSO,mai/01,41.22633381,-8.640042689,8.010828607
VGM2,VASCO GAMA,VNG4,41.08618489,-8.652804981,8.012193025
CMR1,CAPITÃO MOURA,GDM1,41.15773083,-8.529452023,8.018129071
CMR2,CAPITÃO MOURA,GDM1,41.1574433,-8.529420911,8.019676538
MTCR1,MONTE CRASTO,GDM1,41.13888991,-8.531831122,8.021825048
STE1,S.TA EULÁLIA,GDM1,41.16009804,-8.529563237,8.022367009
ANV2,ALDEIA NOVA,mai/04,41.22125445,-8.586460106,8.030741171
MTCR2,MONTE CRASTO,GDM1,41.1390709,-8.531570199,8.038595869
STCB2,STA.CRUZ BISPO,MTS2,41.21725192,-8.674505301,8.044168804
GTN2,GATANHAL,MTS2,41.21489,-8.679427666,8.045083793
PML2,PALMILHEIRA,mai/04,41.20523813,-8.555685627,8.050480687
SL1,SANTOS LEITE,mai/01,41.22746008,-8.618861931,8.056008269
QULH1,QUELHAS,mai/04,41.21883443,-8.579038192,8.063463705
SL2,SANTOS LEITE,mai/01,41.2275597,-8.618662918,8.068167447
STE5,S.TA EULÁLIA,GDM1,41.1599858,-8.528952334,8.072560921
IKEA1,MAR SHOPPING - IKEA,MTS2,41.20935779,-8.689450682,8.078051122
VFRR1,VALE FERREIROS,GDM1,41.18115296,-8.535031792,8.079006838
VFRR2,VALE FERREIROS,GDM1,41.18127897,-8.535044483,8.083030795
CGK1,CALOUSTE GULBENKIAN,mai/04,41.21044295,-8.562431862,8.083354284
QULH2,QUELHAS,mai/04,41.21893825,-8.57871692,8.086487385
SOLP1,SOL POENTE,MTS2,41.19900271,-8.702263652,8.086908211
CGK2,CALOUSTE GULBENKIAN,mai/04,41.21055082,-8.562480262,8.089848752
IDM1,INFANTA D. MAFALDA,MTS2,41.21340974,-8.683117821,8.091028473
SOLP2,SOL POENTE,MTS2,41.19897591,-8.70243415,8.09650664
BRG2,BR.GUARDAS,MTS2,41.22033415,-8.668496583,8.102972964
IKEA2,MAR SHOPPING - IKEA,MTS2,41.20950041,-8.689749964,8.106561733
IDM2,INFANTA D. MAFALDA,MTS2,41.21345119,-8.683421166,8.109952039
BRG1,BR.GUARDAS,MTS2,41.22048378,-8.668582083,8.121052072
ACBL2,ÁLVARES CABRAL,VNG4,41.08576637,-8.655578983,8.126584859
MNSO2,MANSO,mai/01,41.22730294,-8.64078961,8.127117827
CPOV2,CASA DO POVO,MTS2,41.2185263,-8.67384783,8.138405658
ACBL1,ÁLVARES CABRAL,VNG4,41.0856773,-8.655715006,8.139566024
CPOV1,CASA DO POVO,MTS2,41.21864822,-8.673881297,8.151542899
LMG1,LARGO DOS MOGOS,mai/01,41.22607884,-8.600375244,8.153404961
GODS,GONDOMAR (SOUTO),GDM1,41.13640792,-8.530922824,8.16221024
ABX2,ALDEIA DE BAIXO,MTS2,41.21996857,-8.671582107,8.185958873
LMG2,LARGO DOS MOGOS,mai/01,41.22638492,-8.600389354,8.186023975
VSG1,VASCO GAMA,mai/01,41.22872511,-8.618293346,8.199574764
ABX1,ALDEIA  BAIXO,MTS2,41.22011257,-8.671595216,8.200574713
PVH1,PAVILHÃO CPN,mai/04,41.20757623,-8.556082206,8.208948342
SBR2,SAIBREIRAS,mai/04,41.2110071,-8.560849781,8.217246105
BAT2,BATARIA,MTS2,41.20575685,-8.696744765,8.217807661
PVH2,PAVILHÃO CPN,mai/04,41.20752352,-8.55572419,8.22592967
BAT1,BATARIA,MTS2,41.20613636,-8.696433612,8.227843349
SBR1,SAIBREIRAS,mai/04,41.21115868,-8.560366789,8.256475875
IMAI2,IGREJA DA MAIA,mai/01,41.2295635,-8.620796859,8.280686746
MRT2,MIRANTE,mai/04,41.21339124,-8.563132491,8.298479652
ECC2,ENTRE CANCELAS,GDM1,41.18194536,-8.532438552,8.313187608
ISG1,INFANTE SAGRES,VNG4,41.08394666,-8.65546394,8.316032848
ECC1,ENTRE CANCELAS,GDM1,41.18185594,-8.532259239,8.323657415
MRT1,MIRANTE,mai/04,41.21343136,-8.562678003,8.325794536
ISG2,INFANTE SAGRES,VNG4,41.08376473,-8.655286454,8.330785432
BLD1,BALDÕES,MTS2,41.21798407,-8.679496629,8.334435398
BLD2,BALDÕES,MTS2,41.21804512,-8.679593755,8.344558035
ESTV2,ESTIVADA,GDM1,41.16006248,-8.525466709,8.364298119
LAGE3,LAGE,mai/01,41.23027371,-8.619162642,8.366675066
JDEU4,JOÃO DE DEUS,mai/04,41.20926259,-8.55567248,8.366860448
ARRV2,ARREGADAS (VIADUTO),mai/04,41.2200317,-8.574443378,8.368867978
ARRV1,ARREGADAS (VIADUTO),mai/04,41.21996927,-8.574287935,8.369495976
LAGE2,LAGE,mai/01,41.23034118,-8.619426467,8.372869072
ALMG1,ALMEIRIGA,MTS2,41.20819576,-8.69623029,8.375067727
ESTV1,ESTIVADA,GDM1,41.15947873,-8.525206831,8.382082006
ALMG2,ALMEIRIGA,MTS2,41.20821714,-8.696392622,8.386391859
IMAI1,IGREJA DA MAIA,mai/01,41.23052227,-8.620956645,8.386622557
JDEU3,JOÃO DE DEUS,mai/04,41.20939728,-8.555478642,8.388899149
CMGS2,CASAL DOS MOGOS,mai/01,41.22827599,-8.600331295,8.390810121
MGDE1,MONTE GRANDE,mai/01,41.22978256,-8.642383734,8.42115479
ZIND1,ZONA INDUSTRIAL,mai/04,41.2244318,-8.584442833,8.422093388
PTCR2,PORTO CARREIRO,mai/04,41.21112837,-8.557285543,8.425585301
PTCR1,PORTO CARREIRO,mai/04,41.21096171,-8.557042066,8.425685811
MGDE2,MONTE GRANDE,mai/01,41.22985668,-8.642626848,8.432775994
CMGS1,CASAL DOS MOGOS,mai/01,41.22871673,-8.600441778,8.436026987
PSP1,PSP,mai/01,41.23112257,-8.621652872,8.451088674
TTS2,TV.TRÁS,MTS2,41.2196567,-8.678986927,8.468123784
TTS1,TV.TRÁS,MTS2,41.21974964,-8.678859023,8.471193448
ZIND2,ZONA INDUSTRIAL,mai/04,41.22488381,-8.583980848,8.483706172
MCU3,MACAU,mai/01,41.23120205,-8.613483601,8.511120013
MANH1,MANINHOS,mai/01,41.23134293,-8.612089195,8.540841657
VIS,VISO,mai/01,41.23197521,-8.624649572,8.540897891
MANH2,MANINHOS,mai/01,41.2313001,-8.611564101,8.5418607
FRC,FRANCELOS,VNG4,41.08093723,-8.652253428,8.560130289
MCAU4,MACAU,mai/01,41.23186041,-8.61322604,8.58632605
MTES2,MONTE ESPINHO,MTS2,41.21181466,-8.695036483,8.59471073
SCND1,STO.CONDESTÁVEL,mai/01,41.2314129,-8.608249261,8.595585822
MTES1,MONTE ESPINHO,MTS2,41.21196975,-8.694838341,8.596097034
MAIA3,MAIA (CÂMARA),mai/01,41.23244792,-8.621283256,8.599485498
SCND2,STO.CONDESTÁVEL,mai/01,41.2315208,-8.608285825,8.606917493
RGD2,REGADAS,GDM1,41.18272505,-8.529055722,8.60859279
VBR1,VISCONDE BARREIROS,mai/01,41.23261163,-8.625075126,8.611559255
RGD1,REGADAS,GDM1,41.18264519,-8.52886034,8.620730969
MAIA4,MAIA (CAMARA),mai/01,41.23268678,-8.622237046,8.6233911
BRR2,BARREIROS,GDM1,41.15921264,-8.522273739,8.625670878
VBR2,VISCONDE BARREIROS,mai/01,41.23276601,-8.625166813,8.628722307
BRR1,BARREIROS,GDM1,41.15908305,-8.52218769,8.632134493
MAIA,MAIA,mai/01,41.23280611,-8.623812315,8.633922194
LUCM1,LUIS CAMÕES,mai/01,41.23282306,-8.618727585,8.651844636
GAN2,GANDRA,mai/04,41.21544118,-8.55974597,8.653900038
FRCL2,FRANCELOS-PRAIA,VNG4,41.08069549,-8.65550781,8.662095844
FRCL1,FRANCELOS-PRAIA,VNG4,41.08061432,-8.655672249,8.674773261
JZOO2,JARDIM ZOOLÓGICO,mai/01,41.23316634,-8.629446187,8.680634098
PISA1,PISÃO,mai/04,41.22259492,-8.572666788,8.689879985
CVC2,CAVACO,mai/01,41.23085604,-8.599121255,8.693867589
GAN1,GANDRA,mai/04,41.21568618,-8.559380128,8.694361834
CVC1,CAVACO,mai/01,41.23090024,-8.599324325,8.694384391
LUCM2,LUIS CAMÕES,mai/01,41.23327275,-8.618845376,8.701146924
PISA2,PISÃO,mai/04,41.22273982,-8.572637065,8.705038704
FRRS2,FARRAPAS,MTS2,41.22233844,-8.678662678,8.708058754
FRRS1,FARRAPAS,MTS2,41.22245676,-8.678570744,8.71539697
ABMG1,ABADE MONDEGO,MTS2,41.21422919,-8.693960263,8.73367792
JZOO1,JARDIM ZOOLÓGICO,mai/01,41.23371795,-8.62953231,8.742216672
FOR2,FÓRUM,mai/01,41.23381325,-8.624118047,8.745608116
ABMG2,ABADE MONDEGO,MTS2,41.21446042,-8.694027502,8.756724139
FOR1,FÓRUM,mai/01,41.23391341,-8.623856398,8.75699104
SBO2,SOBREIRO,mai/01,41.23395403,-8.620248441,8.77047389
CRZ2,CRUZEIRO,mai/04,41.21330026,-8.554318719,8.77129663
SBO1,SOBREIRO,mai/01,41.23406291,-8.620377517,8.782068314
CRZ1,CRUZEIRO,mai/04,41.21343392,-8.554122543,8.793342469
RAL1,REAL,mai/01,41.23286129,-8.604180702,8.815917739
JAS1,JOAQUIM ALVES DA SILVA (SUL),MTS2,41.21640146,-8.692152036,8.819733136
JCT2,OS JACINTOS,mai/01,41.23394993,-8.61282108,8.821034948
RAL2,REAL,mai/01,41.23296924,-8.604205333,8.827271146
JAS2,JOAQUIM ALVES DA SILVA (SUL),MTS2,41.21633047,-8.692419364,8.8278877
MAII1,MAIA (IGREJA),mai/01,41.23451978,-8.630296979,8.834178017
JCT1,OS JACINTOS,mai/01,41.23408712,-8.612574442,8.838620666
CRTM2,CRESTINS (METRO),VCD8,41.23149796,-8.655038952,8.848164546
CRTM1,CRESTINS (METRO),VCD8,41.23160579,-8.655087519,8.860813754
CML1,CAMÉLIAS,mai/04,41.21724605,-8.558648772,8.86754363
SXO2,SEIXO,GDM1,41.18456776,-8.526578777,8.87595393
CML2,CAMÉLIAS,mai/04,41.21743975,-8.558799774,8.876404179
NOF3,NÓ DO FREIXIEIRO,MTS2,41.2190473,-8.688948727,8.885161327
NOF4,NÓ DO FREIXIEIRO,MTS2,41.21897486,-8.689281929,8.895514873
SXO1,SEIXO,GDM1,41.18486652,-8.526103834,8.925146701
PCB1,PONTE CABRAS,mai/01,41.23320247,-8.600008645,8.928885455
STL1,STA.LUZIA,mai/01,41.23451358,-8.643169651,8.95074082
PCB2,PONTE CABRAS,mai/01,41.23363397,-8.600178705,8.972193218
STL2,STA.LUZIA,mai/01,41.23475497,-8.64355493,8.982666029
SEND2,SENDAL,mai/01,41.23326465,-8.652631819,8.983142877
ATSR1,ALTO DA SERRA,GDM2,41.1599529,-8.517936466,8.992756197
MAIZ,MAIA (ZOO),mai/01,41.23600214,-8.630181801,8.998362599
SEND1,SENDAL,mai/01,41.23341744,-8.652692667,9.00086881
QNV2,QUINTA NOVA,mai/01,41.23531304,-8.610078635,9.000880714
MPN2,MONTE PENEDO,mai/04,41.2286985,-8.580142981,9.00252791
MPN1,MONTE PENEDO,mai/04,41.22863621,-8.579951734,9.002951145
ATSR2,ALTO DA SERRA,GDM2,41.15998425,-8.517797972,9.004535058
OLV3,OLIVEIRAS,MTS2,41.22259378,-8.684944508,9.01320602
QNV1,QUINTA NOVA,mai/01,41.23543199,-8.609884078,9.016270581
ROR1,R.ORIENTAL,MTS2,41.22487609,-8.680290837,9.020128948
SA4,SÁ,mai/04,41.21097592,-8.546939524,9.02031786
RCTL2,R.CRISTAL,mai/04,41.22489264,-8.570051723,9.021101447
OLV4,OLIVEIRAS,MTS2,41.22262449,-8.685162388,9.026174503
ROR2,R.ORIENTAL,MTS2,41.22489589,-8.680421418,9.027612223
RCTL1,R.CRISTAL,mai/04,41.224885,-8.569811131,9.030680594
SA3,SÁ,mai/04,41.21125566,-8.547080108,9.033221606
MSHP3,MAIASHOPPING,mai/04,41.2192719,-8.558661939,9.04327596
MSHP4,MAIASHOPPING,mai/04,41.21942372,-8.55881491,9.048724663
MAIE1,MAIA (ESTÁDIO),mai/01,41.2362484,-8.61563043,9.051165563
ERM4,ERMESINDE (FORUM),mai/04,41.21584323,-8.552751805,9.068732617
MAIE2,MAIA (ESTÁDIO),mai/01,41.23643421,-8.615790542,9.070578221
PTM2,PONTE DE MOREIRA,mai/01,41.23536528,-8.644999524,9.070867151
RTEL2,RIBEIRO TELES,mai/04,41.21369542,-8.549659117,9.070893284
PTM1,PONTE DE MOREIRA,mai/01,41.23546895,-8.644979879,9.081899924
ERM3,ERMESINDE (ESTAÇÃO),mai/04,41.21659835,-8.553600638,9.08436815
ESTR2,RUA DA ESTRADA,VCD8,41.2324262,-8.660771322,9.092892502
PIN1,PINHEIRAL,mai/01,41.23686825,-8.629782832,9.093085918
ERM2,ERMESINDE (ESTAÇÃO),mai/04,41.21672432,-8.553625295,9.093543219
QCH2,QUINTA CHÃOS,mai/04,41.20932287,-8.543717568,9.095198983
QCH1,QUINTA CHÃOS,mai/04,41.20954826,-8.543954893,9.096955913
ESTR1,RUA DA ESTRADA,VCD8,41.23254247,-8.660771858,9.10512223
STLZ4,CRESTINS (STA. LUZIA),mai/01,41.23480458,-8.650580589,9.107175178
RTEL1,RIBEIRO TELES,mai/04,41.21426244,-8.549722343,9.11255045
AGAS2,AGOSTINHO A. SOUSA,GDM1,41.18727994,-8.524925926,9.118385265
BV1,BELA VISTA,GDM2,41.15709252,-8.516200502,9.125036785
STLZ3,CRESTINS (STA. LUZIA),mai/01,41.23504837,-8.650427459,9.130560517
FRXI5,FREIXIEIRO,MTS2,41.2254013,-8.681774808,9.134131246
BV2,BELA VISTA,GDM2,41.15709819,-8.515925274,9.148087138
AGAS1,AGOST. A. SOUSA,GDM1,41.18784212,-8.524858271,9.148210375
ALT1, ALTOS,mai/01,41.23693098,-8.612905399,9.149518923
ALT2, ALTOS,mai/01,41.2369769,-8.612691034,9.156619679
RIGR1,R. IGREJA,mai/04,41.22015741,-8.557821033,9.164169497
FCR1,FERREIRA DA CRUZ,mai/01,41.23761823,-8.624981549,9.168277284
FRXI3,FREIXIEIRO (E.N.107),MTS2,41.22618383,-8.680843002,9.16876007
FCR2,FERREIRA DA CRUZ,mai/01,41.23762647,-8.625160531,9.169180803
FRXI9,FREIXIEIRO,MTS2,41.22599092,-8.681291011,9.169439563
RIGR2,R. IGREJA,mai/04,41.22039945,-8.5581088,9.170647877
VASG2,VASCO DA GAMA,mai/04,41.21607588,-8.551200543,9.175056088
DMAN1,D. MANUEL II,mai/01,41.2367815,-8.608622333,9.180157942
RL2,RIO LEÇA,mai/01,41.23617223,-8.647084383,9.192303729
QTAD1,QUINTA ANDORINHAS,mai/01,41.23776557,-8.630493393,9.195465132
VASG1,VASCO DA GAMA,mai/04,41.21641027,-8.551289966,9.197495672
DMAN2,D. MANUEL II,mai/01,41.23694514,-8.608471321,9.200055737
FMGC2,FORMIGA CEMITÉRIO,mai/04,41.20958025,-8.542240743,9.206956776
RL1,RIO LEÇA,mai/01,41.2363646,-8.647100665,9.213535945
FMGC1,FORMIGA CEMITÉRIO,mai/04,41.2097398,-8.542131403,9.225509349
ARDG1,ARDEGÃES,mai/04,41.22596659,-8.567670979,9.226213307
QTAD2,QUINTA ANDORINHAS,mai/01,41.23804496,-8.630842278,9.227952191
ARDG2,ARDEGÃES,mai/04,41.22604476,-8.56778157,9.228811818
SOUT1,SOUTO,mai/01,41.23700332,-8.606321747,9.235446347
BVE1,ERMESINDE - B. V.,mai/04,41.21699366,-8.551373343,9.240947603
C301,CURVA DO 30,GDM2,41.15554876,-8.514717855,9.246857199
ZIND3,ZONA INDUSTRIAL,VCD8,41.23269063,-8.665231192,9.249301046
SOUT2,SOUTO,mai/01,41.23714857,-8.605952008,9.256682487
ZIND4,ZONA INDUSTRIAL,VCD8,41.23266413,-8.665794534,9.263749317
MTP2,MONTE PEDRO,GDM1,41.18962651,-8.524392168,9.264213055
C302,CURVA DO 30,GDM2,41.15543309,-8.514489284,9.265951391
MTP1,MONTE PEDRO,GDM1,41.18959199,-8.524158265,9.280459202
31JA3,31 DE JANEIRO,MTS2,41.22589684,-8.684105266,9.28339325
BVE2,ERMESINDE - B. V.,mai/04,41.21731083,-8.550814928,9.298407792
ERMI2,ERMESINDE (IGREJA),mai/04,41.21880733,-8.552780106,9.314918508
BH1,BELO HORIZONTE,GDM2,41.15376216,-8.513863345,9.319734792
BH2,BELO HORIZONTE,GDM2,41.15384683,-8.513731188,9.33063902
AMRQ2,ANTÓNIO MARQUES,mai/01,41.23858656,-8.612985809,9.331734989
CCA1,CONS.COSTA AROSO,mai/01,41.2389082,-8.632768436,9.333413368
OUTE2,OUTEIRO,mai/01,41.23779126,-8.605231264,9.337649461
AMRQ3,ANTÓNIO MARQUES,mai/01,41.23868421,-8.613514661,9.337805873
OUTE1,OUTEIRO,mai/01,41.23779667,-8.605062051,9.340780272
ERMI1,ERMESINDE (IGREJA),mai/04,41.21947169,-8.553309051,9.3425951
RGFT2,RODRIGUES FREITAS,mai/04,41.22207653,-8.557475729,9.350797236
RGFT1,RODRIGUES FREITAS,mai/04,41.22201644,-8.55730035,9.354385167
TLHA1,TELHEIRA,VCD8,41.23045323,-8.67504798,9.354407886
CCA2,CONS.COSTA AROSO,mai/01,41.2391908,-8.633415076,9.368595356
TLHA2,TELHEIRA,VCD8,41.23050566,-8.67529118,9.368717563
PRMV1,PRIMAVERA,mai/04,41.23071529,-8.575517257,9.371687696
ARDG3,ARDEGÃES,mai/04,41.22730607,-8.567145436,9.376296162
AC3,ALTINO  COELHO,mai/01,41.23947035,-8.621393119,9.379519209
AC4,ALTINO  COELHO,mai/01,41.23947859,-8.621572105,9.37994317
ARDG4,ARDEGÃES,mai/04,41.22721912,-8.566763724,9.384619682
JQA2,JOAQUIM ANDRADE,MTS2,41.22549913,-8.687467673,9.399060553
JQA1,JOAQUIM ANDRADE,MTS2,41.22564949,-8.687348142,9.407437506
PRMV2,PRIMAVERA,mai/04,41.23107627,-8.575305015,9.415535112
TARG1,TV. DE ARDEGÃES,mai/04,41.22899039,-8.56980477,9.42566074
QTM2,QUINTA DE MOREIRA,mai/01,41.23821878,-8.648198108,9.433992251
TARG2,TV.ARDEGÃES,mai/04,41.2291435,-8.569793866,9.440936778
QTM1,QUINTA DE MOREIRA,mai/01,41.23842804,-8.648050579,9.454262956
BRRO4,BARREIRO,VCD8,41.23359437,-8.669058237,9.46264381
31JA4,31 DE JANEIRO,MTS2,41.22722313,-8.685416366,9.466604881
BAR1,BARÃO,MTS2,41.22492955,-8.690070665,9.469660487
BRRO3,BARREIRO,VCD8,41.2337387,-8.668999782,9.475540627
PNHL1,PINHAL,mai/04,41.23086084,-8.572787014,9.489514388
PNHL2,PINHAL,mai/04,41.23088858,-8.572596372,9.499625417
CHAO1,CHÃOS,mai/04,41.21018883,-8.538202645,9.507657957
BAR2,BARÃO,MTS2,41.22448406,-8.691721035,9.509350779
CHAO2,CHÃOS,mai/04,41.21028771,-8.538250949,9.511641259
BRRO1,BARREIRO,VCD8,41.23375627,-8.67031344,9.520419724
PLC2,PADRE LUIS CAMPOS,mai/03,41.24042813,-8.614195459,9.525025066
EDM2,ESTR. D. MIGUEL,GDM1,41.19121081,-8.521862761,9.530014417
PLC1,PADRE LUIS CAMPOS,mai/03,41.24050801,-8.614470401,9.531679157
BRRO2,BARREIRO,VCD8,41.23388356,-8.670480011,9.538943319
EDM1,ESTR. D. MIGUEL,GDM1,41.19111241,-8.521671465,9.53995965
5OTR1,5 DE OUTUBRO,mai/04,41.21786483,-8.547014578,9.558954158
5OTR2,5 DE OUTUBRO,mai/04,41.2179806,-8.547080228,9.564589193
COVH1,COVILHÃ,GDM2,41.1520533,-8.510706901,9.589067566
COVH4,COVILHÃ,GDM2,41.15218256,-8.510679949,9.590805257
ALVS2,JOAQUIM ALVES SILVA,MTS2,41.22395312,-8.695024575,9.626884861
GDM12,GODIM,mai/02,41.24140819,-8.637488728,9.644968581
RLC2,RIO LEÇA,mai/04,41.22439487,-8.555624733,9.649726376
ALVS1,JOAQUIM ALVES SILVA,MTS2,41.22418675,-8.695121983,9.652472992
TMQ2,TAMANQUEIROS,mai/03,41.24083864,-8.606409125,9.654730825
PHIP2,PEDRO HISPANO,mai/04,41.22831379,-8.562990341,9.655126709
GDM11,GODIM,mai/02,41.24152675,-8.637675228,9.659754721
PHIP1,PEDRO HISPANO,mai/04,41.22827992,-8.562417656,9.677867818
TMQ1,TAMANQUEIROS,mai/03,41.24105891,-8.606205267,9.681678301
ANTZ2,ANTUNES AZEVEDO,mai/03,41.24159508,-8.610732786,9.686021635
PINT1,PINTA,mai/03,41.24221844,-8.6209484,9.686208706
ANTZ1,ANTUNES AZEVEDO,mai/03,41.24164826,-8.610935962,9.68978574
PINT2,PINTA,mai/03,41.24236199,-8.621068759,9.701799284
RLC1,RIO LEÇA,mai/04,41.22470613,-8.55508188,9.704731705
TAZ2,TAPADA AZEVEDO,VLG1,41.20172833,-8.526908364,9.717419077
JMP1,JOSÉ MARIA PEDROTO,VCD8,41.24033896,-8.651256551,9.719148195
TAZ1,TAPADA AZEVEDO,VLG1,41.20222363,-8.526887499,9.748321722
SONH1,SONHOS,mai/04,41.21667712,-8.541760427,9.772127837
SONH,SONHOS,mai/04,41.21656113,-8.541461599,9.781001841
MCST1,MONTES DA COSTA,mai/04,41.21134305,-8.535157441,9.785485012
ADM1,ALTINO DOMINGUES MOREIRA,VCD8,41.23917259,-8.660241218,9.791294606
MCST2,MONTES DA COSTA,mai/04,41.21120953,-8.534715463,9.804546932
RNF1,R.NOVA DA FONTE,mai/04,41.22041761,-8.546199299,9.81363497
RNF2,R.NOVA DA FONTE,mai/04,41.22077495,-8.546508281,9.825697956
FNTE2,FONTE,mai/04,41.22030066,-8.545694397,9.832554111
VRM2,VERMOIM,mai/03,41.24253945,-8.606636147,9.83837174
FNTE1,FONTE,mai/04,41.22028246,-8.545549395,9.839275927
AEPT1,AEROPORTO,VCD8,41.23691113,-8.670278173,9.842241883
4CAM3,4 CAMINHOS,mai/04,41.20609231,-8.52890528,9.847001739
PFTT2,PERAFITA,MTS2,41.22438558,-8.698641727,9.851140269
VRM1,VERMOIM,mai/03,41.24268317,-8.606720689,9.853042877
4CAM4,4 CAMINHOS,mai/04,41.20612494,-8.52875891,9.859108913
PRU2,PEDRAS RUBRAS,VCD8,41.23821637,-8.666483829,9.860684576
BTC2,BOTICA,VCD8,41.23893985,-8.663855499,9.861699229
RF1,RIO FERREIRA,GDM2,41.15189873,-8.507419804,9.864731717
PFTT1,PERAFITA,MTS2,41.22448004,-8.698852269,9.870342469
FS2,FLOR DA SERRA,VLG1,41.1966346,-8.520869782,9.872037395
FS1,FLOR DA SERRA,VLG1,41.19636512,-8.520677458,9.872348632
PRU1,PEDRAS RUBRAS,VCD8,41.23843332,-8.666443144,9.882088441
ASRR4,ALTO DA SERRA,GDM1,41.19304852,-8.518341322,9.883439094
RF2,RIO FERREIRA,GDM2,41.15200898,-8.507189728,9.88353025
PINH1,PINHEIRO,mai/04,41.21931455,-8.543055204,9.904020713
TVG2,TRAVAGEM,mai/04,41.22635084,-8.553814133,9.914540376
PINH2,PINHEIRO,mai/04,41.21940432,-8.542946011,9.917545673
ASRR1,ALTO DA SERRA,GDM1,41.19337223,-8.517993974,9.925080232
SAMP1,SAMPAIO,mai/04,41.22972103,-8.559874827,9.928302933
PRU3,PEDRAS RUBRAS,VCD8,41.23879105,-8.6668225,9.930460125
TVG1,TRAVAGEM,mai/04,41.22665717,-8.553999016,9.932464527
